#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-06-04T01:13:27 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-06-04T01:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=99999&-source=J/ApJ/608/243/photom&-order=I&-out=Seq&-out=Xpos&-out=Ypos&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Icmag&-out=e_Icmag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_16080243
#Name: J/ApJ/608/243
#Title: CCD BVI photometry of M12 stars (Hargis+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/apj/608/243	    IVOID of underlying data collection
#INFO	creator=Hargis J.R.	    First author or institution
#INFO	cites=bibcode:2004ApJ...608..243H	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/608/243	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.16080243	    Dataset identifier that can be used for citation
#INFO	publication_date=2004-08-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_608_243_photom:
#Name: J/ApJ/608/243/photom
#Title: BVI Photometry for M12 stars
#Column	Seq	(I5)	Sequential number	[ucd=meta.id]
#Column	Xpos	(F8.3)	X coordinate in pixels (1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	Y coordinate in pixels (1)	[ucd=pos.cartesian.y;instr.det]
#Column	Bmag	(F7.4)	? Johnson B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F7.4)	? Johnson B magnitude error	[ucd=stat.error]
#Column	Vmag	(F7.4)	? Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F7.4)	? Johnson V magnitude error	[ucd=stat.error]
#Column	Icmag	(F7.4)	? Cousins I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Icmag	(F7.4)	? Cousins I magnitude error	[ucd=stat.error]
Seq	Xpos	Ypos	Bmag	e_Bmag	Vmag	e_Vmag	Icmag	e_Icmag
 5231	1022.993	 985.068	       	       	18.3771	 0.0420	17.8321	 0.0466
 5232	1158.773	1080.554	19.0178	 0.0261	18.3776	 0.0157	17.4684	 0.0268
 5233	 874.944	1143.948	18.9998	 0.0217	18.3780	 0.0164	17.5233	 0.0177
 5234	1190.963	1320.004	18.9883	 0.0250	18.3781	 0.0163	17.5488	 0.0163
 5235	1119.236	1425.422	19.7682	 0.0465	18.3783	 0.0178	16.7941	 0.0233
 5236	 132.709	 868.414	19.1233	 0.0207	18.3783	 0.0190	17.4070	 0.0158
 5237	1131.988	1058.446	18.9128	 0.0456	18.3786	 0.0374	17.3588	 0.0312
 5238	 449.792	 678.656	19.5740	 0.0278	18.3788	 0.0160	16.9725	 0.0140
 5239	 998.725	1017.810	19.1368	 0.0391	18.3788	 0.0211	17.6358	 0.0245
 5240	1112.436	 853.212	19.1384	 0.0306	18.3789	 0.0264	17.4096	 0.0278
 5241	1032.076	1072.256	18.9897	 0.0706	18.3793	 0.0415	16.9168	 0.0460
 5242	1036.089	1893.444	19.2450	 0.0272	18.3794	 0.0164	17.4184	 0.0178
 5243	1380.052	 500.261	19.0478	 0.0236	18.3799	 0.0140	17.5336	 0.0186
 5244	1550.828	1844.828	19.0792	 0.0238	18.3801	 0.0143	17.5444	 0.0160
 5245	 847.802	1125.578	19.1206	 0.0263	18.3802	 0.0161	17.5026	 0.0234
 5246	1097.755	1017.817	19.0227	 0.0636	18.3805	 0.0566	17.3759	 0.0573
 5247	1332.278	1287.652	19.1161	 0.0223	18.3806	 0.0160	17.4541	 0.0156
 5248	1169.657	 925.903	19.1642	 0.0391	18.3807	 0.0359	17.2235	 0.0540
 5249	 889.450	1005.020	19.1086	 0.0288	18.3810	 0.0285	17.5422	 0.0332
 5250	 525.948	 234.304	19.4133	 0.0304	18.3810	 0.0183	17.1126	 0.0157
 5251	1014.024	 888.635	19.0001	 0.0465	18.3817	 0.0434	16.9474	 0.0637
 5252	1249.280	 529.129	18.9697	 0.0232	18.3821	 0.0147	17.5110	 0.0150
 5253	 956.846	 495.025	19.0239	 0.0292	18.3821	 0.0150	17.5591	 0.0198
 5254	1262.156	1227.309	19.0140	 0.0239	18.3822	 0.0168	17.5075	 0.0180
 5255	 996.918	 803.914	19.0639	 0.0292	18.3825	 0.0237	17.4198	 0.0256
 5256	 395.145	1700.398	19.2429	 0.0264	18.3829	 0.0160	17.3914	 0.0226
 5257	1117.727	 644.736	19.0095	 0.0242	18.3829	 0.0176	17.4949	 0.0199
 5258	1632.849	1303.843	18.9852	 0.0253	18.3829	 0.0185	17.4379	 0.0166
 5259	1125.374	1246.671	18.2383	 0.0311	18.3831	 0.0332	17.3921	 0.0577
 5260	 903.946	 909.927	19.0381	 0.0291	18.3834	 0.0187	17.5268	 0.0215
 5261	1183.743	 996.235	19.1129	 0.0247	18.3838	 0.0254	17.6595	 0.0233
 5262	 980.303	 725.539	19.0358	 0.0258	18.3841	 0.0169	17.4626	 0.0242
 5263	 447.371	 809.358	19.0614	 0.0216	18.3842	 0.0161	17.4950	 0.0177
 5264	1156.246	 946.944	18.8657	 0.0457	18.3846	 0.0212	17.3579	 0.0251
 5265	 903.973	 726.617	19.0221	 0.0211	18.3849	 0.0171	17.5268	 0.0178
 5266	1031.115	1016.161	19.1272	 0.0498	18.3853	 0.0301	17.6073	 0.0371
 5267	 703.911	 936.379	19.0876	 0.0266	18.3855	 0.0217	17.5128	 0.0240
 5268	1400.852	1394.474	18.9925	 0.0232	18.3856	 0.0191	17.4831	 0.0160
 5269	1181.310	 813.706	19.0041	 0.0270	18.3857	 0.0146	17.4811	 0.0193
 5270	 684.640	1203.338	18.9546	 0.0268	18.3858	 0.0203	17.5311	 0.0210
 5271	 825.641	1049.705	18.9127	 0.0206	18.3866	 0.0183	17.3976	 0.0291
 5272	1264.185	 979.938	19.0389	 0.0219	18.3867	 0.0149	17.5537	 0.0276
 5273	 840.682	1036.817	18.9656	 0.0366	18.3870	 0.0236	17.4064	 0.0291
 5274	1052.060	1314.111	19.0514	 0.0225	18.3872	 0.0156	17.5765	 0.0192
 5275	 998.748	 825.377	18.9667	 0.0291	18.3872	 0.0186	17.3926	 0.0198
 5276	 885.324	 851.420	18.9001	 0.0416	18.3873	 0.0220	17.4442	 0.0262
 5277	1016.118	 809.337	19.0728	 0.0289	18.3873	 0.0230	17.5548	 0.0214
 5278	1312.133	1057.645	19.0243	 0.0245	18.3876	 0.0184	17.5936	 0.0188
 5279	1255.628	1089.528	19.0585	 0.0290	18.3877	 0.0257	17.5141	 0.0322
 5280	1237.749	 839.973	19.0266	 0.0279	18.3877	 0.0198	17.4948	 0.0245
 5281	1362.150	1000.107	18.9577	 0.0281	18.3877	 0.0153	17.5237	 0.0212
 5282	1028.084	 785.967	18.9651	 0.0216	18.3877	 0.0232	17.5463	 0.0206
 5283	1129.244	1174.796	19.0628	 0.0231	18.3877	 0.0182	17.5867	 0.0254
 5284	 885.005	 878.697	19.1706	 0.0290	18.3879	 0.0293	17.5913	 0.0295
 5285	1269.572	 963.737	19.0585	 0.0266	18.3883	 0.0208	17.5180	 0.0249
 5286	1183.342	1446.245	19.0650	 0.0282	18.3883	 0.0156	17.5590	 0.0197
 5287	 935.399	 984.425	19.0322	 0.0300	18.3884	 0.0224	17.5611	 0.0434
 5288	 987.781	 967.126	19.2080	 0.0260	18.3885	 0.0250	17.4172	 0.0254
 5289	1513.027	 829.037	19.0659	 0.0251	18.3885	 0.0164	17.5669	 0.0222
 5290	1027.938	 980.084	19.1786	 0.0308	18.3886	 0.0306	17.3785	 0.0303
 5291	1290.568	1045.970	18.8799	 0.0337	18.3891	 0.0350	17.4857	 0.0220
 5292	1037.213	1176.708	19.0697	 0.0407	18.3892	 0.0272	17.5366	 0.0368
 5293	1400.450	1114.272	19.0109	 0.0230	18.3892	 0.0175	17.5606	 0.0209
 5294	 898.653	1165.233	19.0434	 0.0278	18.3893	 0.0164	17.5487	 0.0243
 5295	1034.902	1227.767	19.0617	 0.0219	18.3902	 0.0214	17.5582	 0.0189
 5296	1069.459	 811.730	19.2616	 0.0481	18.3910	 0.0321	17.4642	 0.0356
 5297	1202.586	1139.616	18.9625	 0.0254	18.3910	 0.0190	17.5056	 0.0186
 5298	1158.005	 913.692	18.9775	 0.0442	18.3911	 0.0459	17.6589	 0.0395
 5299	 830.010	1221.343	19.1593	 0.0253	18.3911	 0.0173	17.5367	 0.0225
 5300	 960.370	 420.722	19.0130	 0.0202	18.3911	 0.0164	17.5366	 0.0172
 5301	1282.687	1025.922	19.0380	 0.0336	18.3914	 0.0258	17.5526	 0.0278
 5302	 760.642	1178.115	19.0357	 0.0256	18.3918	 0.0186	17.5583	 0.0194
 5303	1043.719	 995.363	18.9916	 0.0519	18.3923	 0.0400	17.9699	 0.0701
 5304	1161.159	 588.611	18.9880	 0.0223	18.3924	 0.0152	17.4689	 0.0186
 5305	1086.931	1040.118	19.1693	 0.0420	18.3926	 0.0432	17.4222	 0.0434
 5306	1309.904	1092.765	19.0294	 0.0234	18.3930	 0.0158	17.5870	 0.0210
 5307	 916.688	 399.365	19.0177	 0.0250	18.3932	 0.0167	17.5360	 0.0223
 5308	 129.707	 136.920	       	       	18.3934	 0.0263	16.2040	 0.0125
 5309	1119.803	1089.421	19.2363	 0.0487	18.3934	 0.0422	17.3785	 0.0429
 5310	 901.961	1538.902	19.0687	 0.0251	18.3936	 0.0148	17.5524	 0.0171
 5311	1066.955	1057.752	19.1830	 0.0619	18.3938	 0.0359	17.5573	 0.0351
 5312	1650.976	1736.393	19.0561	 0.0210	18.3940	 0.0179	17.5306	 0.0205
 5313	 933.697	1205.990	19.0449	 0.0259	18.3940	 0.0168	17.5015	 0.0226
 5314	1277.157	 788.977	19.0581	 0.0290	18.3946	 0.0171	17.5212	 0.0218
 5315	1083.129	1055.089	19.1216	 0.0420	18.3946	 0.0253	17.6267	 0.0463
 5316	1205.273	1196.800	19.0505	 0.0290	18.3947	 0.0177	17.5620	 0.0174
 5317	1137.233	1103.763	19.0439	 0.0356	18.3950	 0.0297	17.4158	 0.0294
 5318	 996.881	1079.225	19.0379	 0.0229	18.3953	 0.0231	17.6795	 0.0274
 5319	1052.058	 830.827	19.1576	 0.0288	18.3954	 0.0167	17.5035	 0.0248
 5320	1277.676	1643.915	19.0680	 0.0242	18.3959	 0.0176	17.5508	 0.0227
 5321	1221.561	1097.484	19.0621	 0.0252	18.3960	 0.0240	17.5539	 0.0234
 5322	1081.403	1077.350	19.1649	 0.0350	18.3960	 0.0301	17.3224	 0.0393
 5323	1277.390	1333.412	19.0235	 0.0265	18.3960	 0.0182	17.5163	 0.0188
 5324	1276.165	1377.876	19.0773	 0.0264	18.3963	 0.0167	17.5420	 0.0197
 5325	 942.550	1197.886	18.9779	 0.0268	18.3966	 0.0205	17.5570	 0.0259
 5326	1286.238	1007.188	18.9967	 0.0249	18.3970	 0.0195	17.5304	 0.0190
 5327	 634.376	1209.844	19.3996	 0.0275	18.3972	 0.0160	17.1889	 0.0222
 5328	1035.464	1101.366	19.4180	 0.0363	18.3972	 0.0332	17.4314	 0.0781
 5329	 822.145	1326.005	19.3210	 0.0319	18.3972	 0.0184	17.3881	 0.0176
 5330	1409.683	1269.329	19.0398	 0.0254	18.3975	 0.0174	17.5378	 0.0192
 5331	1213.814	1102.253	19.1688	 0.0322	18.3976	 0.0272	17.5508	 0.0297
 5332	1302.361	 697.776	19.0225	 0.0236	18.3979	 0.0165	17.5801	 0.0173
 5333	1097.572	1107.908	18.9950	 0.0262	18.3980	 0.0221	17.5325	 0.0235
 5334	1145.532	1130.792	19.0491	 0.0259	18.3981	 0.0179	17.5441	 0.0182
 5335	1421.588	 819.662	19.0908	 0.0264	18.3983	 0.0178	17.5235	 0.0186
 5336	1045.798	1210.838	19.0009	 0.0223	18.3983	 0.0192	17.5378	 0.0200
 5337	1151.485	 952.534	19.0450	 0.0292	18.3984	 0.0307	17.5463	 0.0330
 5338	 946.001	1280.077	19.0240	 0.0282	18.3985	 0.0165	17.5485	 0.0216
 5339	 693.906	 271.524	19.7564	 0.0364	18.3985	 0.0164	16.7422	 0.0126
 5340	1254.388	 994.013	18.9608	 0.0261	18.3987	 0.0229	17.4563	 0.0269
 5341	1101.378	 839.165	19.0117	 0.0247	18.3987	 0.0163	17.5191	 0.0226
 5342	1093.234	 819.587	19.0602	 0.0319	18.3987	 0.0226	17.4242	 0.0289
 5343	1087.841	 873.529	19.0748	 0.0252	18.3988	 0.0178	17.4799	 0.0296
 5344	1005.040	1018.610	       	       	18.3991	 0.0508	17.7936	 0.0925
 5345	1048.870	1151.779	19.0715	 0.0306	18.3996	 0.0204	17.4405	 0.0255
 5346	1009.209	 820.889	18.9875	 0.0239	18.3998	 0.0181	17.5353	 0.0188
 5347	1050.317	1465.910	19.0581	 0.0229	18.3999	 0.0144	17.5564	 0.0198
 5348	1240.858	1287.997	19.0518	 0.0304	18.4001	 0.0158	17.5429	 0.0194
 5349	1169.911	1043.474	19.1325	 0.0622	18.4002	 0.0384	17.5499	 0.0483
 5350	1187.162	1162.319	18.9780	 0.0403	18.4002	 0.0231	17.5056	 0.0275
 5351	1109.352	 952.839	18.8604	 0.0531	18.4002	 0.0470	17.5861	 0.0409
 5352	1212.632	1087.305	19.0439	 0.0370	18.4004	 0.0356	17.4239	 0.0357
 5353	1288.785	1032.721	19.0442	 0.0273	18.4004	 0.0267	17.4323	 0.0279
 5354	1130.150	 757.883	19.0328	 0.0214	18.4004	 0.0171	17.5742	 0.0196
 5355	1327.032	 420.803	19.0497	 0.0361	18.4006	 0.0187	17.5127	 0.0232
 5356	1573.233	 835.707	19.0553	 0.0217	18.4007	 0.0186	17.5562	 0.0198
 5357	1358.887	 688.990	19.0266	 0.0233	18.4007	 0.0157	17.5520	 0.0198
 5358	1786.246	 836.996	19.0222	 0.0283	18.4010	 0.0154	17.5304	 0.0200
 5359	 960.164	1041.097	18.2778	 0.0339	18.4013	 0.0405	17.5105	 0.0603
 5360	 750.872	1053.774	19.0533	 0.0265	18.4013	 0.0156	17.5205	 0.0164
 5361	1278.632	 994.089	19.0167	 0.0268	18.4013	 0.0171	17.5153	 0.0192
 5362	1238.731	 970.221	18.8499	 0.0328	18.4014	 0.0411	17.2290	 0.0252
 5363	 991.788	1464.296	19.0360	 0.0235	18.4015	 0.0142	17.5636	 0.0212
 5364	 569.558	 193.168	19.6694	 0.0326	18.4015	 0.0158	16.7867	 0.0137
 5365	1228.832	 829.474	       	       	18.4021	 0.0563	17.5746	 0.0650
 5366	1006.100	1347.619	19.0337	 0.0271	18.4021	 0.0180	17.5487	 0.0187
 5367	1393.949	 405.028	18.9812	 0.0240	18.4022	 0.0174	17.5320	 0.0148
 5368	1282.951	 982.924	18.9613	 0.0253	18.4023	 0.0176	17.4549	 0.0197
 5369	1085.556	1029.061	19.1622	 0.0424	18.4023	 0.0413	17.3402	 0.0378
 5370	1130.968	1066.509	19.0686	 0.0305	18.4023	 0.0178	17.5511	 0.0223
 5371	1216.274	1296.316	19.0910	 0.0273	18.4024	 0.0183	17.5687	 0.0260
 5372	 960.566	 848.487	19.0250	 0.0236	18.4024	 0.0220	17.5575	 0.0234
 5373	1266.384	 939.596	19.0292	 0.0255	18.4037	 0.0203	17.4001	 0.0249
 5374	 850.606	1157.128	18.9875	 0.0218	18.4041	 0.0173	17.5618	 0.0227
 5375	1072.710	 850.095	19.0477	 0.0381	18.4042	 0.0263	17.6129	 0.0252
 5376	 980.583	 938.601	19.1265	 0.0338	18.4042	 0.0440	17.4846	 0.0330
 5377	1079.372	1274.608	19.0510	 0.0255	18.4044	 0.0189	17.6231	 0.0186
 5378	 626.473	 914.407	19.0718	 0.0324	18.4050	 0.0185	17.5222	 0.0229
 5379	2003.240	 260.258	19.1089	 0.0231	18.4054	 0.0180	17.5546	 0.0202
 5380	 715.247	1549.589	19.0806	 0.0231	18.4054	 0.0160	17.5775	 0.0194
 5381	1171.680	 807.354	19.0655	 0.0396	18.4055	 0.0224	17.4695	 0.0252
 5382	1192.528	 775.875	19.0125	 0.0272	18.4056	 0.0195	17.5523	 0.0289
 5383	1085.335	 717.253	19.0224	 0.0229	18.4056	 0.0211	17.5662	 0.0211
 5384	 948.612	1474.537	19.0514	 0.0260	18.4058	 0.0144	17.5435	 0.0186
 5385	 937.919	 816.004	19.1890	 0.0424	18.4060	 0.0490	17.5335	 0.0422
 5386	1170.596	1094.924	19.0625	 0.0258	18.4062	 0.0183	17.5283	 0.0240
 5387	 722.191	1762.854	19.6403	 0.0358	18.4062	 0.0142	16.9422	 0.0135
 5388	 944.244	1112.935	19.0210	 0.0377	18.4068	 0.0398	17.3652	 0.0588
 5389	 137.261	 233.095	19.1237	 0.0259	18.4069	 0.0181	17.5186	 0.0186
 5390	1149.698	 953.099	19.3023	 0.0453	18.4069	 0.0333	17.6744	 0.0412
 5391	1923.756	1209.897	19.0476	 0.0263	18.4072	 0.0168	17.5872	 0.0197
 5392	1376.907	1303.368	19.0461	 0.0253	18.4075	 0.0163	17.5714	 0.0176
 5393	1143.817	1264.032	19.0505	 0.0210	18.4075	 0.0205	17.5830	 0.0165
 5394	 910.634	1040.112	19.0430	 0.0258	18.4078	 0.0172	17.4872	 0.0238
 5395	1052.787	 798.353	19.0926	 0.0262	18.4079	 0.0169	17.5780	 0.0266
 5396	1009.850	1144.455	19.0870	 0.0264	18.4079	 0.0196	17.6400	 0.0213
 5397	1559.834	1251.301	19.1329	 0.0237	18.4081	 0.0157	17.5137	 0.0179
 5398	1260.595	1822.774	19.3615	 0.0333	18.4084	 0.0196	17.2248	 0.0172
 5399	 443.633	 791.511	19.0802	 0.0243	18.4091	 0.0152	17.5469	 0.0198
 5400	1056.090	1190.325	18.9860	 0.0301	18.4091	 0.0221	17.4678	 0.0245
 5401	1081.897	1096.733	18.9806	 0.0370	18.4091	 0.0313	17.6402	 0.0422
 5402	1210.877	1132.616	19.0538	 0.0247	18.4092	 0.0195	17.5865	 0.0291
 5403	 821.490	 723.145	19.0547	 0.0246	18.4094	 0.0181	17.5759	 0.0218
 5404	1256.680	 898.789	19.2587	 0.0375	18.4095	 0.0244	17.5365	 0.0262
 5405	 996.176	1096.263	19.0246	 0.0407	18.4097	 0.0267	17.4376	 0.0348
 5406	 999.906	1036.633	18.4516	 0.0475	18.4097	 0.0772	17.4432	 0.0745
 5407	1951.265	1432.805	19.5106	 0.0381	18.4098	 0.0191	17.1333	 0.0161
 5408	1173.606	 453.260	18.9965	 0.0240	18.4102	 0.0245	17.5570	 0.0189
 5409	1122.231	1049.760	18.9366	 0.0288	18.4103	 0.0288	17.4160	 0.0333
 5410	1313.783	 354.092	19.0617	 0.0286	18.4105	 0.0153	17.5719	 0.0222
 5411	1125.093	 979.851	19.0525	 0.0475	18.4105	 0.0378	17.5702	 0.0662
 5412	 893.977	 982.834	19.0047	 0.0325	18.4106	 0.0330	17.4096	 0.0286
 5413	 995.460	 968.000	19.2783	 0.0540	18.4107	 0.0310	17.6579	 0.0364
 5414	1022.640	 836.695	19.1331	 0.0286	18.4108	 0.0246	17.6541	 0.0306
 5415	1128.917	1082.881	18.9446	 0.0236	18.4110	 0.0214	17.5036	 0.0351
 5416	1015.684	 836.985	19.0590	 0.0248	18.4110	 0.0211	17.5564	 0.0203
 5417	 970.849	 263.344	19.0580	 0.0191	18.4111	 0.0180	17.5572	 0.0149
 5418	1210.387	1088.289	18.9775	 0.0564	18.4113	 0.0448	17.4538	 0.0472
 5419	 892.492	1962.043	19.3997	 0.0262	18.4114	 0.0157	17.3295	 0.0159
 5420	1220.181	 963.271	19.0726	 0.0237	18.4114	 0.0185	17.4472	 0.0210
 5421	1036.516	 941.544	19.0483	 0.0402	18.4116	 0.0342	17.4708	 0.0341
 5422	1147.096	1184.033	18.9215	 0.0302	18.4117	 0.0252	17.5340	 0.0331
 5423	 403.374	 994.636	19.1477	 0.0314	18.4117	 0.0155	17.5821	 0.0189
 5424	1341.595	1281.187	19.0989	 0.0211	18.4120	 0.0211	17.5774	 0.0197
 5425	1179.201	 532.104	18.9635	 0.0246	18.4120	 0.0152	17.7142	 0.0208
 5426	 991.295	 758.291	18.9908	 0.0251	18.4121	 0.0143	17.5894	 0.0248
 5427	1194.811	 973.912	19.0671	 0.0398	18.4122	 0.0263	17.6230	 0.0488
 5428	1215.409	1179.041	19.0438	 0.0258	18.4124	 0.0200	17.5372	 0.0257
 5429	1402.697	 840.003	19.0224	 0.0273	18.4124	 0.0163	17.5623	 0.0216
 5430	1033.518	 894.868	18.9859	 0.0386	18.4125	 0.0248	17.3709	 0.0254
 5431	1145.812	1255.343	18.9886	 0.0256	18.4126	 0.0212	17.5244	 0.0231
 5432	1006.373	1085.926	18.8793	 0.0403	18.4126	 0.0276	17.4493	 0.0451
 5433	1110.665	 667.201	19.0655	 0.0280	18.4130	 0.0231	17.4954	 0.0209
 5434	 932.123	1132.819	19.0109	 0.0304	18.4131	 0.0213	17.5202	 0.0290
 5435	1040.817	 904.320	19.2601	 0.0389	18.4131	 0.0380	17.7751	 0.0649
 5436	1240.983	 882.372	19.0820	 0.0257	18.4133	 0.0239	17.6209	 0.0204
 5437	1440.326	1037.315	19.0764	 0.0276	18.4136	 0.0224	17.5742	 0.0264
 5438	1173.090	1018.300	19.2784	 0.0353	18.4137	 0.0280	17.6673	 0.0291
 5439	1065.200	1045.442	19.3245	 0.0547	18.4137	 0.0534	17.6128	 0.0875
 5440	1813.250	 326.925	19.0308	 0.0244	18.4138	 0.0172	17.5169	 0.0170
 5441	1170.772	 973.569	       	       	18.4139	 0.0386	17.5642	 0.0407
 5442	 983.304	 903.066	19.1674	 0.0436	18.4143	 0.0286	17.4840	 0.0326
 5443	1086.725	1196.985	       	       	18.4145	 0.0192	17.5244	 0.0421
 5444	1388.823	1216.137	19.1132	 0.0232	18.4146	 0.0168	17.5422	 0.0180
 5445	1248.131	 835.177	19.0574	 0.0273	18.4148	 0.0194	17.5730	 0.0237
 5446	 958.515	1155.673	19.2637	 0.0377	18.4151	 0.0260	17.5386	 0.0268
 5447	1087.438	1066.533	       	       	18.4154	 0.0434	16.8764	 0.0482
 5448	 924.823	 878.160	19.3656	 0.0485	18.4154	 0.0480	       	
 5449	1069.124	 934.255	19.1720	 0.0426	18.4158	 0.0373	17.4931	 0.0387
 5450	1191.796	1021.440	19.0682	 0.0317	18.4165	 0.0237	17.5478	 0.0278
 5451	 937.955	 978.757	18.9569	 0.0328	18.4166	 0.0225	17.4337	 0.0344
 5452	1199.427	1129.613	19.1295	 0.0334	18.4171	 0.0189	17.5209	 0.0234
 5453	 917.788	 980.505	       	       	18.4172	 0.0459	16.6320	 0.0329
 5454	1038.242	1049.684	19.0336	 0.0503	18.4175	 0.0372	17.5022	 0.0393
 5455	 991.685	1090.829	19.0140	 0.0279	18.4177	 0.0190	17.5979	 0.0243
 5456	1050.276	 871.281	19.0090	 0.0389	18.4178	 0.0221	17.4980	 0.0250
 5457	1026.696	 955.739	19.0994	 0.0529	18.4178	 0.0394	17.5433	 0.0798
 5458	 354.355	 615.161	19.0207	 0.0211	18.4186	 0.0160	17.4992	 0.0175
 5459	1019.546	1368.586	19.0474	 0.0218	18.4187	 0.0170	17.5884	 0.0181
 5460	 977.220	 749.524	19.1012	 0.0329	18.4188	 0.0270	17.5613	 0.0275
 5461	1257.845	1478.261	19.0921	 0.0256	18.4190	 0.0167	17.6215	 0.0218
 5462	 975.195	1194.046	19.0291	 0.0241	18.4190	 0.0199	17.5209	 0.0186
 5463	 639.170	 964.673	19.2866	 0.0281	18.4192	 0.0174	17.3832	 0.0192
 5464	1154.006	1013.860	18.9740	 0.0299	18.4192	 0.0239	17.4104	 0.0265
 5465	 699.413	 531.311	19.0297	 0.0245	18.4194	 0.0168	17.5620	 0.0222
 5466	 981.061	1001.519	19.3699	 0.0582	18.4195	 0.0433	18.2094	 0.0902
 5467	1302.200	 912.993	19.0744	 0.0224	18.4195	 0.0176	17.5977	 0.0289
 5468	 957.117	1238.020	19.0422	 0.0255	18.4196	 0.0239	17.4775	 0.0241
 5469	 807.533	 816.655	19.0940	 0.0234	18.4197	 0.0183	17.6280	 0.0223
 5470	 874.914	1068.961	19.2130	 0.0591	18.4206	 0.0276	17.4216	 0.0278
 5471	1027.913	1126.240	19.2262	 0.0276	18.4213	 0.0248	17.4907	 0.0294
 5472	1120.964	1076.477	19.7297	 0.0964	18.4217	 0.0595	17.7993	 0.0939
 5473	 759.252	 922.511	19.0043	 0.0220	18.4217	 0.0163	17.6673	 0.0227
 5474	 958.963	1321.390	19.0453	 0.0228	18.4218	 0.0174	17.5794	 0.0202
 5475	1227.921	 970.181	19.1037	 0.0395	18.4221	 0.0241	17.5432	 0.0252
 5476	 671.638	1113.148	19.0827	 0.0227	18.4222	 0.0145	17.5280	 0.0182
 5477	1628.759	 538.416	19.0720	 0.0243	18.4222	 0.0179	17.5711	 0.0216
 5478	 990.657	1049.207	18.9800	 0.0331	18.4223	 0.0387	17.8630	 0.0561
 5479	1235.178	 949.204	19.9706	 0.0598	18.4230	 0.0399	       	
 5480	 701.093	 819.785	19.0682	 0.0259	18.4230	 0.0174	17.5716	 0.0213
 5481	 890.850	 726.610	19.0373	 0.0245	18.4234	 0.0165	17.5130	 0.0165
 5482	1215.624	1006.933	19.0324	 0.0241	18.4235	 0.0157	17.6064	 0.0243
 5483	1072.008	1187.140	19.1285	 0.0338	18.4235	 0.0303	17.4968	 0.0372
 5484	1177.515	1062.247	19.0183	 0.0383	18.4239	 0.0254	17.5832	 0.0312
 5485	1096.031	 686.926	19.0868	 0.0230	18.4242	 0.0185	17.5673	 0.0218
 5486	1179.588	 937.841	19.0660	 0.0404	18.4242	 0.0313	17.3721	 0.0607
 5487	1173.239	1469.812	19.1476	 0.0276	18.4246	 0.0152	17.5318	 0.0187
 5488	1177.934	 951.886	18.9388	 0.0389	18.4247	 0.0291	17.4231	 0.0306
 5489	1217.781	 960.335	19.1235	 0.0288	18.4253	 0.0175	17.4943	 0.0273
 5490	 469.466	1063.672	19.4671	 0.0302	18.4254	 0.0166	17.0646	 0.0154
 5491	1173.391	 732.220	19.0428	 0.0194	18.4255	 0.0158	17.5489	 0.0217
 5492	 490.753	 389.333	19.0665	 0.0215	18.4258	 0.0185	17.5585	 0.0187
 5493	1043.362	1176.101	19.1471	 0.0351	18.4264	 0.0184	17.5833	 0.0228
 5494	1929.751	1179.996	19.0192	 0.0225	18.4265	 0.0164	17.5683	 0.0182
 5495	1105.953	1019.167	19.0733	 0.0415	18.4272	 0.0362	17.4176	 0.0403
 5496	1069.438	 462.760	19.0816	 0.0258	18.4274	 0.0183	17.5700	 0.0206
 5497	1363.761	1287.924	19.0216	 0.0287	18.4274	 0.0166	17.6188	 0.0214
 5498	1125.418	1111.593	18.8745	 0.0243	18.4275	 0.0237	17.3180	 0.0197
 5499	 410.624	1125.037	19.0618	 0.0232	18.4278	 0.0234	17.4011	 0.0259
 5500	1080.508	1054.908	19.0445	 0.0352	18.4279	 0.0442	17.4279	 0.0363
 5501	1222.893	 932.792	19.0836	 0.0319	18.4284	 0.0331	17.4637	 0.0298
